component;action;target;objectid;contextid;contextlevel;contextinstanceid;userid;courseid;timecreated
mod_quiz;started;attempt;189106;213120;70;95415;21596;1489;1559897150
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897150
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897190
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897201
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897254
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897277
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897314
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897324
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897332
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897333
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897432
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897446
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897503
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897505
mod_resource;viewed;course_module;33430;218120;70;97440;21593;1489;1559897573
core;updated;course_module_completion;166501;218120;70;97440;21593;1489;1559897573
core;updated;course_module_completion;166501;218120;70;97440;21593;1489;1559897573
mod_resource;viewed;course_module;33430;218120;70;97440;21593;1489;1559897576
mod_resource;viewed;course_module;32347;213084;70;95379;21593;1489;1559897623
mod_resource;viewed;course_module;32347;213084;70;95379;21593;1489;1559897626
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897672
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897673
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897674
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897677
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897866
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897867
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897868
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897870
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897952
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897954
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559897988
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898060
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898139
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898194
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898310
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898349
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898434
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898539
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898550
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898681
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898721
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898722
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898723
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898724
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898726
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898727
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898729
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898731
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898732
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898735
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898740
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898741
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898742
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898744
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898745
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898747
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898754
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898755
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898759
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898761
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898782
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898865
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898866
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898870
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898899
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898903
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898904
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898906
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898978
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898986
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898988
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559898990
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899024
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899060
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899061
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899063
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899064
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899203
mod_resource;viewed;course_module;32950;215843;70;96579;21596;1489;1559899443
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899602
mod_resource;viewed;course_module;33430;218120;70;97440;21596;1489;1559899638
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899650
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899656
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899694
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899718
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899738
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899740
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899799
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899800
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899804
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899809
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899810
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899811
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899817
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899837
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899838
mod_resource;viewed;course_module;32317;213025;70;95320;21596;1489;1559899843
mod_resource;viewed;course_module;32319;213029;70;95324;21596;1489;1559899844
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899907
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899912
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899934
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899943
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899945
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899947
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899955
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899956
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899957
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899958
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899961
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899962
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899976
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559899978
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900006
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900017
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900019
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900026
mod_quiz;viewed;course_module;3366;213120;70;95415;21174;1489;1559900044
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900047
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900048
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900049
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900097
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900100
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900101
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900114
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900164
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900179
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900227
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900228
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900229
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900230
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900231
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900233
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900236
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900294
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900349
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900359
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900360
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900370
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900436
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900499
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900500
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900508
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900510
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900511
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900513
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900514
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900516
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900518
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900525
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900526
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900527
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900536
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900538
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900540
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900541
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900546
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900548
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900550
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900551
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900557
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900559
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900561
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900574
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900576
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900579
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900592
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900594
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900596
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900613
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900615
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900616
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900618
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900636
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900637
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900638
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900639
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900641
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900642
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900643
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900645
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900646
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900647
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900693
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900697
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900698
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900721
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900722
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900723
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900724
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900725
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900726
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900727
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900729
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900730
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900731
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900748
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900749
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900751
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900773
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900775
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900776
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900778
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900779
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900781
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900783
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900794
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900800
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900801
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900803
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900804
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900805
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900807
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900808
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900820
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900822
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900831
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900832
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900833
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900834
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900835
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900836
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900838
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900840
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900841
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900850
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900862
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900864
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900867
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900868
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900869
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900871
mod_quiz;viewed;course_module;3366;213120;70;95415;21596;1489;1559900967
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900972
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900977
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900983
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900985
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559900987
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901002
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901003
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901004
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901005
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901007
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901008
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901010
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901013
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901015
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901248
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901249
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901250
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901258
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901259
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901261
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901262
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901264
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901265
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901266
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901267
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901301
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901302
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901304
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901306
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901310
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901311
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901312
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901314
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901315
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901316
mod_quiz;viewed;attempt;189106;213120;70;95415;21596;1489;1559901317
mod_quiz;submitted;attempt;189106;213120;70;95415;21596;1489;1559901351
mod_quiz;viewed;course_module;3366;213120;70;95415;21596;1489;1559901351
mod_quiz;viewed;course_module;3366;213120;70;95415;21596;1489;1559901387
mod_url;viewed;course_module;5721;213030;70;95325;21596;1489;1559901808
mod_quiz;viewed;course_module;3365;213117;70;95412;19926;1489;1559903004
mod_quiz;viewed;course_module;3359;213005;70;95300;19926;1489;1559903337
mod_quiz;viewed;course_module;3360;213104;70;95399;19926;1489;1559903537
mod_quiz;viewed;course_module;3361;213110;70;95405;19926;1489;1559903575
mod_quiz;viewed;course_module;3366;213120;70;95415;19926;1489;1559903630
mod_resource;viewed;course_module;32300;212985;70;95280;19926;1489;1559903801
mod_resource;viewed;course_module;32305;212990;70;95285;21199;1489;1559906505
mod_quiz;viewed;course_module;3365;213117;70;95412;21199;1489;1559906644
mod_quiz;viewed;course_module;3365;213117;70;95412;21199;1489;1559907242
mod_quiz;viewed;course_module;3359;213005;70;95300;21472;1489;1559914604
mod_quiz;viewed;course_module;3361;213110;70;95405;14578;1489;1559917702
mod_quiz;viewed;course_module;3359;213005;70;95300;14578;1489;1559917721
mod_quiz;viewed;course_module;3366;213120;70;95415;14578;1489;1559917747
mod_workshop;viewed;course_module;69;217401;70;97160;21318;1489;1559921109
mod_workshop;viewed;submission;883;217401;70;97160;21318;1489;1559921118
mod_feedback;viewed;course_module;1043;213123;70;95418;17;1489;1559937514
mod_quiz;viewed;course_module;3365;213117;70;95412;21199;1489;1559984639
mod_resource;viewed;course_module;32305;212990;70;95285;21199;1489;1559984920
mod_quiz;viewed;course_module;3365;213117;70;95412;21199;1489;1559985107
mod_page;viewed;course_module;7045;213118;70;95413;21158;1489;1560007019
mod_quiz;viewed;course_module;3365;213117;70;95412;21158;1489;1560007022
mod_quiz;started;attempt;189127;213117;70;95412;21158;1489;1560007050
mod_quiz;viewed;attempt;189127;213117;70;95412;21158;1489;1560007050
mod_resource;viewed;course_module;33179;216982;70;96981;19679;1489;1560007322
mod_resource;viewed;course_module;33178;216981;70;96980;19679;1489;1560007323
mod_resource;viewed;course_module;32296;212977;70;95272;19679;1489;1560007332
mod_resource;viewed;course_module;32297;212979;70;95274;19679;1489;1560007333
mod_resource;viewed;course_module;32298;212981;70;95276;19679;1489;1560007335
mod_resource;viewed;course_module;32299;212983;70;95278;19679;1489;1560007336
mod_resource;viewed;course_module;32300;212985;70;95280;19679;1489;1560007337
mod_resource;viewed;course_module;32302;212987;70;95282;19679;1489;1560007338
mod_resource;viewed;course_module;33264;217295;70;97104;19679;1489;1560007342
mod_resource;viewed;course_module;33292;217396;70;97155;19679;1489;1560007356
mod_resource;viewed;course_module;33293;217397;70;97156;19679;1489;1560007357
mod_resource;viewed;course_module;33294;217398;70;97157;19679;1489;1560007357
mod_resource;viewed;course_module;33290;217394;70;97153;19679;1489;1560007359
mod_quiz;viewed;attempt;189127;213117;70;95412;21158;1489;1560007359
mod_resource;viewed;course_module;33291;217395;70;97154;19679;1489;1560007360
mod_resource;viewed;course_module;32314;213022;70;95317;19679;1489;1560007369
mod_resource;viewed;course_module;32315;213023;70;95318;19679;1489;1560007370
mod_resource;viewed;course_module;32316;213024;70;95319;19679;1489;1560007371
mod_resource;viewed;course_module;32317;213025;70;95320;19679;1489;1560007372
mod_resource;viewed;course_module;32318;213027;70;95322;19679;1489;1560007373
mod_resource;viewed;course_module;32319;213029;70;95324;19679;1489;1560007374
mod_resource;viewed;course_module;32345;213080;70;95375;19679;1489;1560007386
mod_resource;viewed;course_module;33430;218120;70;97440;19679;1489;1560007387
core;updated;course_module_completion;166515;218120;70;97440;19679;1489;1560007387
core;updated;course_module_completion;166515;218120;70;97440;19679;1489;1560007387
mod_resource;viewed;course_module;32347;213084;70;95379;19679;1489;1560007390
mod_resource;viewed;course_module;32348;213085;70;95380;19679;1489;1560007391
mod_resource;viewed;course_module;32349;213086;70;95381;19679;1489;1560007393
mod_resource;viewed;course_module;32327;213046;70;95341;19679;1489;1560007412
mod_resource;viewed;course_module;32328;213048;70;95343;19679;1489;1560007413
mod_resource;viewed;course_module;32329;213050;70;95345;19679;1489;1560007414
mod_resource;viewed;course_module;33354;217696;70;97306;19679;1489;1560007415
mod_resource;viewed;course_module;33355;217697;70;97307;19679;1489;1560007416
mod_quiz;viewed;course_module;3359;213005;70;95300;19679;1489;1560007514
mod_quiz;viewed;course_module;3366;213120;70;95415;19679;1489;1560007527
mod_quiz;viewed;attempt;189127;213117;70;95412;21158;1489;1560007603
mod_quiz;viewed;attempt;189127;213117;70;95412;21158;1489;1560007890
mod_quiz;viewed;attempt;189127;213117;70;95412;21158;1489;1560008333
mod_quiz;submitted;attempt;189127;213117;70;95412;21158;1489;1560008400
mod_quiz;viewed;course_module;3365;213117;70;95412;21158;1489;1560008550
mod_quiz;viewed;course_module;3365;213117;70;95412;21158;1489;1560016748
mod_resource;viewed;course_module;32650;213924;70;95960;21158;1489;1560016783
mod_quiz;viewed;course_module;3366;213120;70;95415;19679;1489;1560017149
mod_resource;viewed;course_module;32946;215839;70;96575;19679;1489;1560017272
mod_resource;viewed;course_module;32650;213924;70;95960;19679;1489;1560017166
mod_resource;viewed;course_module;32650;213924;70;95960;19679;1489;1560017170
mod_resource;viewed;course_module;32651;213925;70;95961;21158;1489;1560017183
mod_resource;viewed;course_module;32651;213925;70;95961;19679;1489;1560017183
mod_resource;viewed;course_module;32651;213925;70;95961;19679;1489;1560017187
mod_resource;viewed;course_module;32836;215107;70;96404;19679;1489;1560017205
mod_resource;viewed;course_module;32836;215107;70;96404;19679;1489;1560017207
mod_resource;viewed;course_module;32835;215106;70;96403;19679;1489;1560017214
mod_resource;viewed;course_module;32835;215106;70;96403;19679;1489;1560017216
mod_resource;viewed;course_module;32837;215108;70;96405;19679;1489;1560017241
mod_resource;viewed;course_module;32837;215108;70;96405;19679;1489;1560017243
mod_resource;viewed;course_module;32834;215105;70;96402;19679;1489;1560017252
mod_resource;viewed;course_module;32834;215105;70;96402;19679;1489;1560017255
mod_resource;viewed;course_module;32946;215839;70;96575;19679;1489;1560017270
mod_resource;viewed;course_module;32950;215843;70;96579;19679;1489;1560017279
mod_resource;viewed;course_module;32950;215843;70;96579;19679;1489;1560017281
mod_resource;viewed;course_module;32949;215842;70;96578;19679;1489;1560017288
mod_resource;viewed;course_module;32949;215842;70;96578;19679;1489;1560017291
mod_resource;viewed;course_module;32948;215841;70;96577;19679;1489;1560017299
mod_resource;viewed;course_module;32948;215841;70;96577;19679;1489;1560017302
mod_resource;viewed;course_module;32945;215838;70;96574;19679;1489;1560017313
mod_resource;viewed;course_module;32945;215838;70;96574;19679;1489;1560017315
mod_resource;viewed;course_module;33066;216553;70;96768;19679;1489;1560017330
mod_resource;viewed;course_module;33066;216553;70;96768;19679;1489;1560017333
mod_resource;viewed;course_module;33069;216558;70;96771;19679;1489;1560017372
mod_resource;viewed;course_module;33069;216558;70;96771;19679;1489;1560017375
mod_resource;viewed;course_module;33071;216560;70;96773;19679;1489;1560017399
mod_resource;viewed;course_module;33071;216560;70;96773;19679;1489;1560017402
mod_quiz;viewed;course_module;3365;213117;70;95412;18464;1489;1560074171
mod_quiz;started;attempt;189128;213117;70;95412;18464;1489;1560074174
mod_quiz;viewed;attempt;189128;213117;70;95412;18464;1489;1560074175
mod_quiz;viewed;attempt;189128;213117;70;95412;18464;1489;1560074220
mod_quiz;viewed;attempt;189128;213117;70;95412;18464;1489;1560074263
mod_quiz;viewed;attempt;189128;213117;70;95412;18464;1489;1560074309
mod_quiz;viewed;attempt;189128;213117;70;95412;18464;1489;1560074348
mod_quiz;submitted;attempt;189128;213117;70;95412;18464;1489;1560074360
mod_quiz;viewed;course_module;3365;213117;70;95412;18464;1489;1560074432
mod_quiz;viewed;course_module;3365;213117;70;95412;18464;1489;1560074773
mod_resource;viewed;course_module;32317;213025;70;95320;18464;1489;1560074968
mod_resource;viewed;course_module;32305;212990;70;95285;21199;1489;1560075010
